company,role,location,link,age
🔥 Google,Software Engineer – Early Career - PhD - Embedded Systems and Firmware 🎓," Seattle, WA, LA, Raleigh, NC, Durham, NC, Kirkland, WA, NYC, Sunnyvale, CA, Mountain View, CA, Atlanta, GA",https://www.google.com/about/careers/applications/jobs/results/96957711316329158?utm_source=Simplify&ref=Simplify,2d
Ciena,Optical Network Embedded Software Engineer – New Grad,"Ottawa, ON, Canada",https://ciena.wd5.myworkdayjobs.com/Careers/job/Ottawa/Optical-Network-Embedded-Software-Engineer---New-Grad_R028715?utm_source=Simplify&ref=Simplify,5d
Blue Origin,Autonomy Systems Engineer I 🇺🇸,"Seattle, WA",https://blueorigin.wd5.myworkdayjobs.com/en-US/BlueOrigin/job/Seattle-WA/Autonomy-Systems-Engineer-I---Early-Career_R54558-1?utm_source=Simplify&ref=Simplify,6d
Hewlett Packard Enterprise,Mechanical/Hardware Engineer I Graduate,"Eau Claire, WI",https://hpe.wd5.myworkdayjobs.com/Jobsathpe/job/Chippewa-Falls-Wisconsin-United-States-of-America/Mechanical-Hardware-Engineer-I-Graduate_1192929-1?utm_source=Simplify&ref=Simplify,6d
Hewlett Packard Enterprise,Mechanical/Hardware Engineer I Graduate,"Eau Claire, WI",https://hpe.wd5.myworkdayjobs.com/Jobsathpe/job/Chippewa-Falls-Wisconsin-United-States-of-America/Mechanical-Hardware-Engineer-I-Graduate_1192943-1?utm_source=Simplify&ref=Simplify,6d
Hewlett Packard Enterprise,Mechanical/Hardware Engineer I Graduate,"Eau Claire, WI",https://hpe.wd5.myworkdayjobs.com/Jobsathpe/job/Chippewa-Falls-Wisconsin-United-States-of-America/Mechanical-Hardware-Engineer-I-Graduate_1192926?utm_source=Simplify&ref=Simplify,6d
Electric Boat,Entry Level Embedded Software Engineer-Ship Control,"Groton, CT",https://careers-gdeb.icims.com/jobs/15852/job?utm_source=Simplify&ref=Simplify,7d
Hewlett Packard Enterprise,Electrical/Hardware Engineer I,"Houston, TX",https://hpe.wd5.myworkdayjobs.com/Jobsathpe/job/Houston-Texas-United-States-of-America/Electrical-Hardware-Engineer-I_1192941-1?utm_source=Simplify&ref=Simplify,13d
Sev1Tech,Software Developer – Entry Level,"Lawton, OK",https://careers-sev1tech.icims.com/jobs/9092/job?utm_source=Simplify&ref=Simplify,13d
KBR,Software Engineer I,"Colorado Springs, CO",https://kbr.wd5.myworkdayjobs.com/KBR_Careers/job/Colorado-Springs-Colorado/Software-Engineer-I_R2110482?utm_source=Simplify&ref=Simplify,13d
🔥 Amazon,"Robotics Systems Engineer, Amazon Robotics Deployment Engineering","Austin, TX, Seattle, WA, North Reading, MA",https://www.amazon.jobs/en/jobs/3054843/robotics-systems-engineer-amazon-robotics-deployment-engineering?utm_source=Simplify&ref=Simplify,13d
Blue Origin,Avionics Software Engineer 1 – Early Career 2025 University Grad,"Kent, WA, Huntsville, AL",https://blueorigin.wd5.myworkdayjobs.com/blueorigin/job/Seattle-WA/Avionics-Software-Engineer-1---Early-Career-2025-University-Grad_R54112?utm_source=Simplify&ref=Simplify,14d
"Becton, Dickinson and Company",Software Engineer I,"Sparks, MD",https://bdx.wd1.myworkdayjobs.com/en-US/EXTERNAL_CAREER_SITE_USA/job/USA-MD---Sparks---7-Loveton-Circle/Software-Engineer-I----Hybrid-_R-523411-1?utm_source=Simplify&ref=Simplify,14d
Applied Intuition,Embedded Software Engineer - New Grad,"Mountain View, CA",https://job-boards.greenhouse.io/appliedintuition/jobs/4592027005?utm_source=Simplify&ref=Simplify,16d
Anduril Industries,"Air Dominance & Strike - Flight Software Engineer, Embedded C/C++ 🛂","Costa Mesa, CA",https://job-boards.greenhouse.io/andurilindustries/jobs/4164476007?gh_jid=4164476007&gh_src=&utm_source=Simplify&ref=Simplify,16d
Lumafield,Embedded Systems Engineer 🛂,"Boston, MA, Everett, MA",https://jobs.lever.co/lumafield/0bdaed8e-3234-4073-afa6-410d1362fe25?utm_source=Simplify&ref=Simplify,19d
Leidos,Software Developer – Entry level,"Lawton, OK",https://leidos.wd5.myworkdayjobs.com/External/job/Fort-Sill-OK/Software-Developer---Entry-level_R-00164213?utm_source=Simplify&ref=Simplify,20d
Blue Origin,Intern Conversion: – Early Career - Avionics Software Engineer I," Seattle, WA, Washington, DC, LA, Cape Canaveral, FL, Phoenix, AZ, Denver, CO, Huntsville, AL, Van Horn, TX",https://blueorigin.wd5.myworkdayjobs.com/blueorigin/job/Seattle-WA/Intern-Conversion---Early-Career--Avionics-Software-Engineer-I_R54003?utm_source=Simplify&ref=Simplify,21d
CACI,Entry Level DSP Software Engineer,"Rochester, NY",https://caci.wd1.myworkdayjobs.com/External/job/US-NY-Rochester/Entry-Level-DSP-Software-Engineer_314488-1?utm_source=Simplify&ref=Simplify,1mo
Cadence Design Systems,C++ Software Engineer – New College Grad,"Burlington, MA",https://cadence.wd1.myworkdayjobs.com/en-US/External_Careers/job/Burlington-MA/C---Software-Engineer--New-College-Grad--Burlington--MA---Greater-Boston-_R50666?utm_source=Simplify&ref=Simplify,2mo
🔥 Google,Silicon Development Engineer – University Graduate - Frontend - PhD 🎓,"Madison, WI, Sunnyvale, CA",https://www.google.com/about/careers/applications/jobs/results/108642933007098566?utm_source=Simplify&ref=Simplify,2mo
Sierra Nevada Coporation,Systems Security Engineer I,"Lone Tree, CO",https://snc.wd1.myworkdayjobs.com/snc_external_career_site/job/Lone-Tree-CO/Systems-Security-Engineer-I_R0028118?utm_source=Simplify&ref=Simplify,1d
The Travelers Companies,Cybersecurity Engineer I,"Hartford, CT, St Paul, MN",https://travelers.wd5.myworkdayjobs.com/External/job/CT---Hartford/Cybersecurity-Engineer-I_R-46472?utm_source=Simplify&ref=Simplify,2d
Celonis,Associate Value Engineer (Management Consulting for AI Implementation) 🛂,"New York, NY",https://job-boards.greenhouse.io/celonis/jobs/6691703003?utm_source=Simplify&ref=Simplify,2d
Sierra Nevada Coporation,Cybersecurity Engineer I,"Sparks, NV",https://snc.wd1.myworkdayjobs.com/snc_external_career_site/job/Sparks-NV/Cybersecurity-Engineer-I_R0027494?utm_source=Simplify&ref=Simplify,7d
🔥 TikTok,Special Project Strategist Graduate (TikTok Shop - Operations),"San Jose, CA",https://lifeattiktok.com/search/7538571931517159698?utm_source=Simplify&ref=Simplify,8d
🔥 ByteDance,Cloud Network Engineer Graduate(Physical Network Infra),"San Jose, CA",https://joinbytedance.com/search/7538114876280817927?utm_source=Simplify&ref=Simplify,9d
🔥 ByteDance,Network Engineer Graduate (Physical Network Infra),"Seattle, WA",https://joinbytedance.com/search/7538109046751463688?utm_source=Simplify&ref=Simplify,9d
🔥 ByteDance,Network Engineer Graduate (Physical Network Infra),"San Jose, CA",https://joinbytedance.com/search/7538106304578963730?utm_source=Simplify&ref=Simplify,9d
🔥 ByteDance,Cloud Network Engineer Graduate(Physical Network Infra),"Seattle, WA",https://joinbytedance.com/search/7538433821165259015?utm_source=Simplify&ref=Simplify,9d
🔥 ByteDance,Site Reliability Engineer Graduate (Data Infrastructure),"Seattle, WA",https://joinbytedance.com/search/7535903852755814674?utm_source=Simplify&ref=Simplify,9d
Chime,Product Security Engineer,"San Francisco, CA",https://job-boards.greenhouse.io/chime/jobs/8101747002?utm_source=Simplify&ref=Simplify,9d
🔥 ByteDance,Network Engineer Graduate (Edge Network) - 2026 Start (BS/ MS),"San Jose, CA",https://joinbytedance.com/search/7537121677185534216?utm_source=Simplify&ref=Simplify,13d
🔥 TikTok,Product Security Engineer - Security Assurance,"Seattle, WA",https://lifeattiktok.com/search/7533712518582503687?spread=5MWH5CQ&utm_source=Simplify&ref=Simplify,20d
Goldman Sachs,New Analyst,"New York, NY",https://higher.gs.com/roles/150845?utm_source=Simplify&ref=Simplify,1mo
