company,role,location,link,age
Edgehog Trading,C++ Software Developer – Trading Strategy Execution,"Chicago, IL",https://ats.rippling.com/en-CA/edgehog-trading/jobs/a39cf004-d79c-4588-9a5f-6bdce04a85ee?utm_source=Simplify&ref=Simplify,4d
Hudson River Trading,Algorithm Developer (Quant Researcher) – 2026 Grads,"New York, NY",https://www.hudsonrivertrading.com/hrt-job/algorithm-developer-quant-researcher-2026-grads/?utm_source=Simplify&ref=Simplify,8d
Jump Trading,Campus Quantitative Trader (Full-Time),"Chicago, ILNew York, NY",https://www.jumptrading.com/careers/7140611/?gh_jid=7140611&utm_source=Simplify&ref=Simplify,9d
↳,Campus Quantitative Researcher (Full-Time),"Chicago, ILNew York, NY",https://www.jumptrading.com/careers/7125354/?gh_jid=7125354&utm_source=Simplify&ref=Simplify,9d
Trexquant,Quantitative Researcher,"Stamford, CT",https://apply.workable.com/trexquant/j/A634E0E3F4/?utm_source=Simplify&ref=Simplify,16d
Old Mission,College Graduates - Full-Time - Junior Quantitative Trader,"London, UK",https://www.oldmissioncapital.com/careers/?gh_jid=6602928003&utm_source=Simplify&ref=Simplify,1mo
↳,College Graduates - Full-Time - Junior Quantitative Trader,"Chicago, IL",https://www.oldmissioncapital.com/careers/?gh_jid=6602920003&utm_source=Simplify&ref=Simplify,1mo
Akuna Capital,Junior Quantitative Developer & Strategist,"Chicago, IL",https://www.akunacapital.com/job-details?gh_jid=7063563&utm_source=Simplify&ref=Simplify,1mo
↳,Junior Quantitative Researcher,"Chicago, IL",https://www.akunacapital.com/job-details?gh_jid=7053014&utm_source=Simplify&ref=Simplify,1mo
Citadel Securities,Quantitative Research Analyst – University Graduate,"London, UKParis, FranceDublin, Ireland",https://www.citadelsecurities.com/careers/details/quantitative-research-analyst-university-graduate-europe/?utm_source=Simplify&ref=Simplify,1mo
↳,Quantitative Trader – University Graduate,"Miami, FLNew York, NY",https://www.citadelsecurities.com/careers/details/quantitative-trader-university-graduate-us/?utm_source=Simplify&ref=Simplify,1mo
Citadel,Quantitative Research Analyst – University Graduate,"London, UKParis, FranceDublin, Ireland",https://www.citadel.com/careers/details/quantitative-research-analyst-university-graduate-europe/?utm_source=Simplify&ref=Simplify,1mo
Citadel Securities,Quantitative Research Analyst – University Graduate,"Miami, FLNew York, NY",https://www.citadelsecurities.com/careers/details/quantitative-research-analyst-university-graduate-us/?utm_source=Simplify&ref=Simplify,1mo
Citadel,Quantitative Research Engineer – University Graduate,"Miami, FLNew York, NY",https://www.citadel.com/careers/details/quantitative-research-engineer-university-graduate-us/?utm_source=Simplify&ref=Simplify,1mo
Ciena,Optical Network Embedded Software Engineer – New Grad,"Ottawa, ON, Canada",https://ciena.wd5.myworkdayjobs.com/Careers/job/Ottawa/Optical-Network-Embedded-Software-Engineer---New-Grad_R028715?utm_source=Simplify&ref=Simplify,0d
Blue Origin,Autonomy Systems Engineer I 🇺🇸,"Seattle, WA",https://blueorigin.wd5.myworkdayjobs.com/en-US/BlueOrigin/job/Seattle-WA/Autonomy-Systems-Engineer-I---Early-Career_R54558-1?utm_source=Simplify&ref=Simplify,1d
Hewlett Packard Enterprise,Mechanical/Hardware Engineer I Graduate,"Eau Claire, WI",https://hpe.wd5.myworkdayjobs.com/Jobsathpe/job/Chippewa-Falls-Wisconsin-United-States-of-America/Mechanical-Hardware-Engineer-I-Graduate_1192929-1?utm_source=Simplify&ref=Simplify,1d
↳,Mechanical/Hardware Engineer I Graduate,"Eau Claire, WI",https://hpe.wd5.myworkdayjobs.com/Jobsathpe/job/Chippewa-Falls-Wisconsin-United-States-of-America/Mechanical-Hardware-Engineer-I-Graduate_1192943-1?utm_source=Simplify&ref=Simplify,1d
↳,Mechanical/Hardware Engineer I Graduate,"Eau Claire, WI",https://hpe.wd5.myworkdayjobs.com/Jobsathpe/job/Chippewa-Falls-Wisconsin-United-States-of-America/Mechanical-Hardware-Engineer-I-Graduate_1192926?utm_source=Simplify&ref=Simplify,1d
Electric Boat,Entry Level Embedded Software Engineer-Ship Control,"Groton, CT",https://careers-gdeb.icims.com/jobs/15852/job?utm_source=Simplify&ref=Simplify,2d
Hewlett Packard Enterprise,Electrical/Hardware Engineer I,"Houston, TX",https://hpe.wd5.myworkdayjobs.com/Jobsathpe/job/Houston-Texas-United-States-of-America/Electrical-Hardware-Engineer-I_1192941-1?utm_source=Simplify&ref=Simplify,7d
Sev1Tech,Software Developer – Entry Level,"Lawton, OK",https://careers-sev1tech.icims.com/jobs/9092/job?utm_source=Simplify&ref=Simplify,7d
KBR,Software Engineer I,"Colorado Springs, CO",https://kbr.wd5.myworkdayjobs.com/KBR_Careers/job/Colorado-Springs-Colorado/Software-Engineer-I_R2110482?utm_source=Simplify&ref=Simplify,7d
🔥 Amazon,"Robotics Systems Engineer, Amazon Robotics Deployment Engineering","Austin, TXSeattle, WANorth Reading, MA",https://www.amazon.jobs/en/jobs/3054843/robotics-systems-engineer-amazon-robotics-deployment-engineering?utm_source=Simplify&ref=Simplify,8d
Blue Origin,Avionics Software Engineer 1 – Early Career 2025 University Grad,"Kent, WAHuntsville, AL",https://blueorigin.wd5.myworkdayjobs.com/blueorigin/job/Seattle-WA/Avionics-Software-Engineer-1---Early-Career-2025-University-Grad_R54112?utm_source=Simplify&ref=Simplify,8d
"Becton, Dickinson and Company",Software Engineer I,"Sparks, MD",https://bdx.wd1.myworkdayjobs.com/en-US/EXTERNAL_CAREER_SITE_USA/job/USA-MD---Sparks---7-Loveton-Circle/Software-Engineer-I----Hybrid-_R-523411-1?utm_source=Simplify&ref=Simplify,9d
Applied Intuition,Embedded Software Engineer - New Grad,"Mountain View, CA",https://job-boards.greenhouse.io/appliedintuition/jobs/4592027005?utm_source=Simplify&ref=Simplify,10d
Anduril Industries,"Air Dominance & Strike - Flight Software Engineer, Embedded C/C++ 🛂","Costa Mesa, CA",https://job-boards.greenhouse.io/andurilindustries/jobs/4164476007?gh_jid=4164476007&gh_src=&utm_source=Simplify&ref=Simplify,11d
Lumafield,Embedded Systems Engineer 🛂,"Boston, MAEverett, MA",https://jobs.lever.co/lumafield/0bdaed8e-3234-4073-afa6-410d1362fe25?utm_source=Simplify&ref=Simplify,13d
Leidos,Software Developer – Entry level,"Lawton, OK",https://leidos.wd5.myworkdayjobs.com/External/job/Fort-Sill-OK/Software-Developer---Entry-level_R-00164213?utm_source=Simplify&ref=Simplify,15d
Blue Origin,Intern Conversion: – Early Career - Avionics Software Engineer I,"8 locationsSeattle, WAWashington, DCLACape Canaveral, FLPhoenix, AZDenver, COHuntsville, ALVan Horn, TX",https://blueorigin.wd5.myworkdayjobs.com/blueorigin/job/Seattle-WA/Intern-Conversion---Early-Career--Avionics-Software-Engineer-I_R54003?utm_source=Simplify&ref=Simplify,15d
CACI,Entry Level DSP Software Engineer,"Rochester, NY",https://caci.wd1.myworkdayjobs.com/External/job/US-NY-Rochester/Entry-Level-DSP-Software-Engineer_314488-1?utm_source=Simplify&ref=Simplify,1mo
Cadence Design Systems,C++ Software Engineer – New College Grad,"Burlington, MA",https://cadence.wd1.myworkdayjobs.com/en-US/External_Careers/job/Burlington-MA/C---Software-Engineer--New-College-Grad--Burlington--MA---Greater-Boston-_R50666?utm_source=Simplify&ref=Simplify,1mo
🔥 Google,Silicon Development Engineer – University Graduate - Frontend - PhD 🎓,"Madison, WISunnyvale, CA",https://www.google.com/about/careers/applications/jobs/results/108642933007098566?utm_source=Simplify&ref=Simplify,2mo
The Boeing Company,Entry Level Software Engineer - Developer,"Oklahoma City, OK",,8d
Ciena,New Grad: Wavelogic Software Development,"Ottawa, ON, Canada",,1mo
RTX,Software Engineer I - Embedded Communications,"Fort Wayne, IN",,1mo
↳,Embedded Cybersecurity Software Engineer I,"Cedar Rapids, IA",,1mo
Cadence Design Systems,C++ Software Engineer – New College Graduate,"Boston, MA",,1mo
↳,C++ Software Engineer – New College Grad,"Burlington, MA",,1mo
Dell Technologies,Hardware Engineer 1,"Westborough, MA",,1mo
Cadence Design Systems,C++ Software Engineer – New College Graduate,"Boston, MA",,2mo
Iridium Communications,Software Engineer I,"Tempe, AZ",,2mo
The Boeing Company,Entry Level Software Engineer,"Hazelwood, MO",,2mo
RTX,Software Engineer I - Embedded Communications,"Cedar Rapids, IA",,2mo
Cadence Design Systems,C++ Software Engineer – New College Grad,"Burlington, MA",,2mo
Medtronic,Hardware Engineer I,"Lafayette, CO",,2mo
RTX,Software Engineer I - C++,"Fulton, MD",,2mo
Sierra Nevada Coporation,Cybersecurity Engineer I,"Sparks, NV",https://snc.wd1.myworkdayjobs.com/snc_external_career_site/job/Sparks-NV/Cybersecurity-Engineer-I_R0027494?utm_source=Simplify&ref=Simplify,2d
🔥 TikTok,Special Project Strategist Graduate (TikTok Shop - Operations),"San Jose, CA",https://lifeattiktok.com/search/7538571931517159698?utm_source=Simplify&ref=Simplify,3d
🔥 ByteDance,Cloud Network Engineer Graduate(Physical Network Infra),"San Jose, CA",https://joinbytedance.com/search/7538114876280817927?utm_source=Simplify&ref=Simplify,4d
↳,Network Engineer Graduate (Physical Network Infra),"Seattle, WA",https://joinbytedance.com/search/7538109046751463688?utm_source=Simplify&ref=Simplify,4d
↳,Network Engineer Graduate (Physical Network Infra),"San Jose, CA",https://joinbytedance.com/search/7538106304578963730?utm_source=Simplify&ref=Simplify,4d
↳,Cloud Network Engineer Graduate(Physical Network Infra),"Seattle, WA",https://joinbytedance.com/search/7538433821165259015?utm_source=Simplify&ref=Simplify,4d
↳,Site Reliability Engineer Graduate (Data Infrastructure),"Seattle, WA",https://joinbytedance.com/search/7535903852755814674?utm_source=Simplify&ref=Simplify,4d
Chime,Product Security Engineer,"San Francisco, CA",https://job-boards.greenhouse.io/chime/jobs/8101747002?utm_source=Simplify&ref=Simplify,4d
🔥 ByteDance,Network Engineer Graduate (Edge Network) - 2026 Start (BS/ MS),"San Jose, CA",https://joinbytedance.com/search/7537121677185534216?utm_source=Simplify&ref=Simplify,8d
🔥 TikTok,Product Security Engineer - Security Assurance,"Seattle, WA",https://lifeattiktok.com/search/7533712518582503687?spread=5MWH5CQ&utm_source=Simplify&ref=Simplify,14d
Goldman Sachs,New Analyst,"New York, NY",https://higher.gs.com/roles/150845?utm_source=Simplify&ref=Simplify,1mo
Motorola Solutions,Software Engineer,"Schaumburg, ILChicago, IL",,4d
