company,role,location,link,age
Edgehog Trading,C++ Software Developer – Trading Strategy Execution,"Chicago, IL",https://ats.rippling.com/en-CA/edgehog-trading/jobs/a39cf004-d79c-4588-9a5f-6bdce04a85ee?utm_source=Simplify&ref=Simplify,21d
Hudson River Trading,Algorithm Developer (Quant Researcher) – 2026 Grads,"New York, NY",https://www.hudsonrivertrading.com/hrt-job/algorithm-developer-quant-researcher-2026-grads/?utm_source=Simplify&ref=Simplify,25d
Trexquant,Quantitative Researcher,"Stamford, CT",https://apply.workable.com/trexquant/j/A634E0E3F4/?utm_source=Simplify&ref=Simplify,1mo
Old Mission,College Graduates - Full-Time - Junior Quantitative Trader,"London, UK",https://www.oldmissioncapital.com/careers/?gh_jid=6602928003&utm_source=Simplify&ref=Simplify,1mo
Old Mission,College Graduates - Full-Time - Junior Quantitative Trader,"Chicago, IL",https://www.oldmissioncapital.com/careers/?gh_jid=6602920003&utm_source=Simplify&ref=Simplify,1mo
Akuna Capital,Junior Quantitative Developer & Strategist,"Chicago, IL",https://www.akunacapital.com/job-details?gh_jid=7063563&utm_source=Simplify&ref=Simplify,1mo
Citadel Securities,Quantitative Research Analyst – University Graduate,"London, UK, Paris, France, Dublin, Ireland",https://www.citadelsecurities.com/careers/details/quantitative-research-analyst-university-graduate-europe/?utm_source=Simplify&ref=Simplify,2mo
RTX,Software Engineer I,"Cedar Rapids, IA",https://globalhr.wd5.myworkdayjobs.com/rec_rtx_ext_gateway/job/HIA32-Cedar-Rapids-IA-400-Collins-Rd-NE---Cedar-Rapids-IA-52498-0505-USA/Software-Engineer-I--Onsite-_01792476?utm_source=Simplify&ref=Simplify,0d
RTX,Embedded Software Engineer I,"Richardson, TX",https://globalhr.wd5.myworkdayjobs.com/rec_rtx_ext_gateway/job/HTX36-Richardson-TX-3200-E-Renner-Rd---Richardson-TX-75082-2402-USA/Embedded-Software-Engineer-I--Onsite-_01788530-1?utm_source=Simplify&ref=Simplify,0d
Symbotic,New Grad-Hardware Engineer,"Burlington, MA",https://symbotic.wd1.myworkdayjobs.com/en-US/Symbotic/job/USA-Wilmington--MA---HQ/New-Grad--Hardware-Engineer_R5411?utm_source=Simplify&ref=Simplify,1d
Symbotic,New Grad-Hardware Engineer,"Milpitas, CA",https://symbotic.wd1.myworkdayjobs.com/en-US/Symbotic/job/USA-Milpitas-CA/New-Grad--Hardware-Engineer_R5410?utm_source=Simplify&ref=Simplify,1d
RTX,Software Engineer I - Raytheon,"Indianapolis, IN",https://globalhr.wd5.myworkdayjobs.com/rec_rtx_ext_gateway/job/IN206-3939PriorityWay-3939-Priority-Way-Building-6-Indianapolis-IN-46240-USA/XMLNAME-2026-Fulltime---Raytheon-Software-Engineer-I--On-site-_01791951?utm_source=Simplify&ref=Simplify,1d
Boom Supersonic,Software Engineer – New Grad,"Denver, CO",https://job-boards.greenhouse.io/boomsupersonic/jobs/5643302004?utm_source=Simplify&ref=Simplify,2d
Hewlett Packard Enterprise,Firmware Engineer Graduate,"Ft. Collins, CO",https://hpe.wd5.myworkdayjobs.com/en-US/Jobsathpe/job/Ft-Collins-Colorado-United-States-of-America/Firmware-Engineer-Graduate--Colorado-_1193613-1?utm_source=Simplify&ref=Simplify,5d
🔥 LinkedIn,Associate Product Builder (APB) - Rotational Program,"Mountain View, CA",https://jobs.smartrecruiters.com/LinkedIn3/a3b09881-7c3e-444c-9e65-ac0e2c6a8970?utm_source=Simplify&ref=Simplify,5d
North Atlantic Industries,Software Engineer I,"Long Island, New York",https://recruiting.paylocity.com/Recruiting/Jobs/Details/3535138?utm_source=Simplify&ref=Simplify,12d
Generac,Hardware Engineer I,"Waukesha, WI",https://generac.wd5.myworkdayjobs.com/en-US/external/job/Waukesha-WI---USA/Hardware-Engineer-I_JR8765-1?utm_source=Simplify&ref=Simplify,12d
🔥 Google,Software Engineer – Early Career - PhD - Embedded Systems and Firmware 🎓," Seattle, WA, LA, Raleigh, NC, Durham, NC, Kirkland, WA, NYC, Sunnyvale, CA, Mountain View, CA, Atlanta, GA",https://www.google.com/about/careers/applications/jobs/results/96957711316329158?utm_source=Simplify&ref=Simplify,14d
Blue Origin,Autonomy Systems Engineer I 🇺🇸,"Seattle, WA",https://blueorigin.wd5.myworkdayjobs.com/en-US/BlueOrigin/job/Seattle-WA/Autonomy-Systems-Engineer-I---Early-Career_R54558-1?utm_source=Simplify&ref=Simplify,18d
Hewlett Packard Enterprise,Mechanical/Hardware Engineer I Graduate,"Eau Claire, WI",https://hpe.wd5.myworkdayjobs.com/Jobsathpe/job/Chippewa-Falls-Wisconsin-United-States-of-America/Mechanical-Hardware-Engineer-I-Graduate_1192943-1?utm_source=Simplify&ref=Simplify,18d
Sev1Tech,Software Developer – Entry Level,"Lawton, OK",https://careers-sev1tech.icims.com/jobs/9092/job?utm_source=Simplify&ref=Simplify,25d
🔥 Amazon,"Robotics Systems Engineer, Amazon Robotics Deployment Engineering","Austin, TX, Seattle, WA, North Reading, MA",https://www.amazon.jobs/en/jobs/3054843/robotics-systems-engineer-amazon-robotics-deployment-engineering?utm_source=Simplify&ref=Simplify,25d
Blue Origin,Avionics Software Engineer 1 – Early Career 2025 University Grad,"Kent, WA, Huntsville, AL",https://blueorigin.wd5.myworkdayjobs.com/blueorigin/job/Seattle-WA/Avionics-Software-Engineer-1---Early-Career-2025-University-Grad_R54112?utm_source=Simplify&ref=Simplify,26d
"Becton, Dickinson and Company",Software Engineer I,"Sparks, MD",https://bdx.wd1.myworkdayjobs.com/en-US/EXTERNAL_CAREER_SITE_USA/job/USA-MD---Sparks---7-Loveton-Circle/Software-Engineer-I----Hybrid-_R-523411-1?utm_source=Simplify&ref=Simplify,26d
Applied Intuition,Embedded Software Engineer - New Grad,"Mountain View, CA",https://job-boards.greenhouse.io/appliedintuition/jobs/4592027005?utm_source=Simplify&ref=Simplify,28d
Anduril Industries,"Air Dominance & Strike - Flight Software Engineer, Embedded C/C++ 🛂","Costa Mesa, CA",https://job-boards.greenhouse.io/andurilindustries/jobs/4164476007?gh_jid=4164476007&gh_src=&utm_source=Simplify&ref=Simplify,28d
Lumafield,Embedded Systems Engineer 🛂,"Boston, MA, Everett, MA",https://jobs.lever.co/lumafield/0bdaed8e-3234-4073-afa6-410d1362fe25?utm_source=Simplify&ref=Simplify,1mo
Leidos,Software Developer – Entry level,"Lawton, OK",https://leidos.wd5.myworkdayjobs.com/External/job/Fort-Sill-OK/Software-Developer---Entry-level_R-00164213?utm_source=Simplify&ref=Simplify,1mo
Blue Origin,Intern Conversion: – Early Career - Avionics Software Engineer I," Seattle, WA, Washington, DC, LA, Cape Canaveral, FL, Phoenix, AZ, Denver, CO, Huntsville, AL, Van Horn, TX",https://blueorigin.wd5.myworkdayjobs.com/blueorigin/job/Seattle-WA/Intern-Conversion---Early-Career--Avionics-Software-Engineer-I_R54003?utm_source=Simplify&ref=Simplify,1mo
CACI,Entry Level DSP Software Engineer,"Rochester, NY",https://caci.wd1.myworkdayjobs.com/External/job/US-NY-Rochester/Entry-Level-DSP-Software-Engineer_314488-1?utm_source=Simplify&ref=Simplify,1mo
Cable One,Cyber Security Engineer I,"Phoenix, AZ",https://cableone.wd1.myworkdayjobs.com/Cable_One_External_Careers/job/Phoenix-AZ/Cyber-Security-Engineer-I_R-105943-1?utm_source=Simplify&ref=Simplify,0d
RTX,Cybersecurity Engineer I,"Cedar Rapids, IA",https://globalhr.wd5.myworkdayjobs.com/rec_rtx_ext_gateway/job/HIA32-Cedar-Rapids-IA-400-Collins-Rd-NE---Cedar-Rapids-IA-52498-0505-USA/Cybersecurity-Engineer-I--Onsite-_01791225?utm_source=Simplify&ref=Simplify,0d
Capital One,Technology Development Program Associate 🛂,"McLean, VA, Richmond, VA, Plano, TX",https://capitalone.wd12.myworkdayjobs.com/en-US/Capital_One/job/McLean-VA/Technology-Development-Program-Associate---February-2026_R218758-1?utm_source=Simplify&ref=Simplify,0d
🔥 Adobe,2026 University Graduate - Application Security Engineer,"SF, San Jose, CA",https://adobe.wd5.myworkdayjobs.com/external_experienced/job/San-Jose/XMLNAME-2026-University-Graduate---Application-Security-Engineer_R159164?utm_source=Simplify&ref=Simplify,1d
Aprio,"Assurance Associate - Blockchain, Digital Assets, Specialty Lending and AI","San Francisco, CA",https://jobs.lever.co/Aprio/e52783da-4116-4f88-9bfb-0cc6ce4a6993/?utm_source=Simplify&ref=Simplify,1d
LexisNexis Risk Solutions,Aspire Tech Graduate Security Engineer I 🎓,"Raleigh, NC",https://relx.wd3.myworkdayjobs.com/en-US/LexisNexisLegal/job/Raleigh-NC/Aspire-Tech-Graduate-Security-Engineer-I_R101084?utm_source=Simplify&ref=Simplify,4d
🔥 Roblox,"Associate Product Designer, Early Career 🇺🇸","San Mateo, CA",https://careers.roblox.com/jobs/7167345?utm_source=Simplify&ref=Simplify,5d
Epic,Technical Solutions Engineer 🛂,"Madison, WI",https://epic.avature.net/Careers/FolderDetail/Technical-Solutions-Engineer/742?utm_source=Simplify&ref=Simplify,6d
Viavi Solutions,Software Development Engineer I - C/C++ - Enterprise Network Performance and Cybersecurity Analytics Platform,"Hopkins, MN",https://viavisolutions.wd1.myworkdayjobs.com/careers/job/Minnetonka-MN-USA/Software-Development-Engineer-I--C-C------Enterprise-Network-Performance-and-Cybersecurity-Analytics-Platform_250003665-1?utm_source=Simplify&ref=Simplify,11d
Sierra Nevada Coporation,Systems Security Engineer I,"Lone Tree, CO",https://snc.wd1.myworkdayjobs.com/snc_external_career_site/job/Lone-Tree-CO/Systems-Security-Engineer-I_R0028118?utm_source=Simplify&ref=Simplify,14d
Sierra Nevada Coporation,Cybersecurity Engineer I,"Sparks, NV",https://snc.wd1.myworkdayjobs.com/snc_external_career_site/job/Sparks-NV/Cybersecurity-Engineer-I_R0027494?utm_source=Simplify&ref=Simplify,20d
🔥 TikTok,Special Project Strategist Graduate (TikTok Shop - Operations),"San Jose, CA",https://lifeattiktok.com/search/7538571931517159698?utm_source=Simplify&ref=Simplify,20d
🔥 ByteDance,Cloud Network Engineer Graduate(Physical Network Infra),"San Jose, CA",https://joinbytedance.com/search/7538114876280817927?utm_source=Simplify&ref=Simplify,21d
🔥 ByteDance,Network Engineer Graduate (Physical Network Infra),"Seattle, WA",https://joinbytedance.com/search/7538109046751463688?utm_source=Simplify&ref=Simplify,21d
🔥 ByteDance,Network Engineer Graduate (Physical Network Infra),"San Jose, CA",https://joinbytedance.com/search/7538106304578963730?utm_source=Simplify&ref=Simplify,21d
🔥 ByteDance,Cloud Network Engineer Graduate(Physical Network Infra),"Seattle, WA",https://joinbytedance.com/search/7538433821165259015?utm_source=Simplify&ref=Simplify,21d
🔥 ByteDance,Site Reliability Engineer Graduate (Data Infrastructure),"Seattle, WA",https://joinbytedance.com/search/7535903852755814674?utm_source=Simplify&ref=Simplify,21d
Chime,Product Security Engineer,"San Francisco, CA",https://job-boards.greenhouse.io/chime/jobs/8101747002?utm_source=Simplify&ref=Simplify,21d
🔥 ByteDance,Network Engineer Graduate (Edge Network) - 2026 Start (BS/ MS),"San Jose, CA",https://joinbytedance.com/search/7537121677185534216?utm_source=Simplify&ref=Simplify,25d
🔥 TikTok,Product Security Engineer - Security Assurance,"Seattle, WA",https://lifeattiktok.com/search/7533712518582503687?spread=5MWH5CQ&utm_source=Simplify&ref=Simplify,1mo
Goldman Sachs,New Analyst,"New York, NY",https://higher.gs.com/roles/150845?utm_source=Simplify&ref=Simplify,1mo
